% ID	X	Y	Z
 190 	 -36.170093 	 -1.487214 	 1.100000 
 191 	 183.334000 	 273.887925 	 1.100000 
 192 	 238.849822 	 -164.707764 	 1.100000 
 193 	 -203.517298 	 489.597352 	 1.100000 
 194 	 -306.250662 	 -0.839983 	 1.100000 
 195 	 -308.432993 	 -240.130437 	 1.100000 
 196 	 504.383678 	 -68.645676 	 1.100000 
 197 	 133.641015 	 11.555071 	 1.100000 
 198 	 -379.839604 	 -338.710569 	 1.100000 
 199 	 142.002439 	 -197.668977 	 1.100000 
 200 	 -364.325872 	 9.441262 	 1.100000 
 201 	 -55.410046 	 -232.521464 	 1.100000 
 202 	 -99.100041 	 213.190436 	 1.100000 
 203 	 -58.826650 	 -124.223050 	 1.100000 
 204 	 -330.922106 	 -86.337822 	 1.100000 
 205 	 467.016177 	 249.199535 	 1.100000 
 206 	 277.460665 	 -205.899569 	 1.100000 
 207 	 -354.241334 	 -148.625452 	 1.100000 
 208 	 -344.504194 	 216.431577 	 1.100000 
 209 	 256.064671 	 43.144821 	 1.100000 
 210 	 -330.720522 	 -29.103862 	 1.100000 
 211 	 -204.013958 	 -245.747617 	 1.100000 
 212 	 82.029686 	 -463.417290 	 1.100000 
 213 	 340.997351 	 302.895412 	 1.100000 
 214 	 -44.718081 	 369.754063 	 1.100000 
 215 	 457.272535 	 -40.707172 	 1.100000 
 216 	 -235.487006 	 129.768016 	 1.100000 
 217 	 155.763073 	 -282.081766 	 1.100000 
 218 	 109.041578 	 -99.442719 	 1.100000 
 219 	 475.779301 	 -173.774072 	 1.100000 
 220 	 -34.854521 	 345.996011 	 1.100000 
 221 	 -109.665127 	 -457.904120 	 1.100000 
 222 	 -94.596804 	 -233.923104 	 1.100000 
 223 	 -125.638503 	 -155.779203 	 1.100000 
 224 	 -394.013411 	 -330.935741 	 1.100000 
 225 	 177.212402 	 413.448986 	 1.100000 
 226 	 82.428327 	 489.769129 	 1.100000 
 227 	 -188.563231 	 -74.659038 	 1.100000 
 228 	 -62.824021 	 514.243493 	 1.100000 
 229 	 -337.182477 	 -238.936393 	 1.100000 
 230 	 -125.132511 	 358.381910 	 1.100000 
 231 	 -350.053142 	 -69.135471 	 1.100000 
 232 	 249.626264 	 -451.713484 	 1.100000 
 233 	 182.546481 	 514.920406 	 1.100000 
 234 	 357.079570 	 -337.395045 	 1.100000 
 235 	 -313.624502 	 -288.458958 	 1.100000 
 236 	 20.200611 	 -58.893448 	 1.100000 
 237 	 -294.666811 	 1.628321 	 1.100000 
 238 	 119.987377 	 -138.896780 	 1.100000 
 239 	 -176.149097 	 365.344128 	 1.100000 
 240 	 270.408502 	 -169.938346 	 1.100000 
 241 	 473.393021 	 153.161356 	 1.100000 
 242 	 -154.061269 	 -298.936621 	 1.100000 
 243 	 -433.440543 	 -89.907215 	 1.100000 
 244 	 -126.284013 	 221.425803 	 1.100000 
 245 	 -441.565332 	 -22.871153 	 1.100000 
 246 	 -108.147755 	 170.467136 	 1.100000 
 247 	 -378.609873 	 -71.665398 	 1.100000 
 248 	 -480.895741 	 203.558862 	 1.100000 
 249 	 -156.713509 	 -359.492664 	 1.100000 
 250 	 296.845888 	 -20.320894 	 1.100000 
 251 	 69.388381 	 -540.978249 	 1.100000 
 252 	 200.001878 	 -292.579694 	 1.100000 
 253 	 141.511905 	 -372.937537 	 1.100000 
 254 	 24.981451 	 409.911577 	 1.100000 
 255 	 388.374004 	 189.289157 	 1.100000 
 256 	 20.515444 	 -114.149016 	 1.100000 
 257 	 204.918586 	 -363.953536 	 1.100000 
 258 	 279.275814 	 13.975740 	 1.100000 
 259 	 442.886857 	 -117.941456 	 1.100000 
 260 	 111.934862 	 -256.364892 	 1.100000 
 261 	 -491.138379 	 -59.591505 	 1.100000 
 262 	 -370.810077 	 -107.369699 	 1.100000 
 263 	 51.372375 	 72.323055 	 1.100000 
 264 	 -101.174948 	 487.921009 	 1.100000 
 265 	 -192.031912 	 393.761580 	 1.100000 
 266 	 -46.173185 	 375.319601 	 1.100000 
 267 	 358.639040 	 -372.031761 	 1.100000 
 268 	 -97.569597 	 -101.171058 	 1.100000 
 269 	 -62.913683 	 -113.489258 	 1.100000 
 270 	 -311.235439 	 -184.515973 	 1.100000 
 271 	 -76.713359 	 -51.942811 	 1.100000 
 272 	 -18.047565 	 528.687164 	 1.100000 
 273 	 -345.096266 	 -46.199705 	 1.100000 
 274 	 -9.480564 	 -464.968854 	 1.100000 
 275 	 355.964012 	 -7.038409 	 1.100000 
 276 	 -48.919073 	 382.610776 	 1.100000 
 277 	 141.191459 	 -522.572721 	 1.100000 
 278 	 -128.765104 	 445.925963 	 1.100000 
 279 	 -10.909679 	 -226.954653 	 1.100000 
 280 	 55.667166 	 437.018628 	 1.100000 
 281 	 204.728559 	 -465.831266 	 1.100000 
 282 	 245.536248 	 247.830446 	 1.100000 
 283 	 201.324628 	 -475.709870 	 1.100000 
 284 	 -235.528099 	 407.569631 	 1.100000 
 285 	 116.015595 	 -38.803869 	 1.100000 
 286 	 69.748324 	 487.544015 	 1.100000 
 287 	 217.217555 	 -400.538271 	 1.100000 
 288 	 328.058232 	 408.291467 	 1.100000 
 289 	 -343.088741 	 -341.008325 	 1.100000 
 290 	 -238.439552 	 422.884281 	 1.100000 
 291 	 99.859445 	 363.129416 	 1.100000 
 292 	 81.928964 	 -39.275061 	 1.100000 
 293 	 316.675055 	 110.695993 	 1.100000 
 294 	 164.523213 	 473.407708 	 1.100000 
 295 	 -212.996788 	 318.133528 	 1.100000 
 296 	 -449.271146 	 -109.396137 	 1.100000 
 297 	 160.319325 	 465.729645 	 1.100000 
 298 	 -241.242993 	 -99.489719 	 1.100000 
 299 	 -210.834662 	 94.063199 	 1.100000 
 300 	 -1.463995 	 520.533422 	 1.100000 
 301 	 229.396094 	 245.261536 	 1.100000 
 302 	 -31.667849 	 207.088986 	 1.100000 
 303 	 208.148813 	 -277.772498 	 1.100000 
 304 	 -302.059023 	 385.683713 	 1.100000 
 305 	 -352.003383 	 325.862131 	 1.100000 
 306 	 -120.814174 	 225.028294 	 1.100000 
 307 	 -101.009522 	 -116.835330 	 1.100000 
 308 	 462.715971 	 -176.008134 	 1.100000 
 309 	 455.791478 	 -300.650420 	 1.100000 
 310 	 -17.477376 	 -517.863625 	 1.100000 
 311 	 -366.123157 	 -241.591437 	 1.100000 
 312 	 -193.254481 	 -270.781881 	 1.100000 
 313 	 109.304389 	 -167.128537 	 1.100000 
 314 	 481.502279 	 -45.506038 	 1.100000 
 315 	 -52.589178 	 -13.493482 	 1.100000 
 316 	 -71.174233 	 -94.694689 	 1.100000 
 317 	 251.485785 	 -361.359467 	 1.100000 
 318 	 -50.516628 	 132.821155 	 1.100000 
 319 	 -150.710701 	 357.378233 	 1.100000 
 320 	 139.710082 	 -128.419848 	 1.100000 
 321 	 293.163011 	 201.023453 	 1.100000 
 322 	 -518.771732 	 119.911909 	 1.100000 
 323 	 237.721137 	 205.934365 	 1.100000 
 324 	 31.322026 	 174.533810 	 1.100000 
 325 	 22.782461 	 -278.790693 	 1.100000 
 326 	 -159.944881 	 -280.250134 	 1.100000 
 327 	 -223.083254 	 -478.836833 	 1.100000 
 328 	 -15.908822 	 -135.070583 	 1.100000 
 329 	 -342.504353 	 -217.094070 	 1.100000 
 330 	 -86.889363 	 -485.336757 	 1.100000 
 331 	 269.757130 	 209.212269 	 1.100000 
 332 	 491.473855 	 -182.239437 	 1.100000 
 333 	 -335.790344 	 400.604718 	 1.100000 
 334 	 -158.382360 	 252.669298 	 1.100000 
 335 	 419.011840 	 128.791277 	 1.100000 
 336 	 366.474836 	 116.505318 	 1.100000 
 337 	 -212.943560 	 -469.263686 	 1.100000 
 338 	 -152.349927 	 -467.933330 	 1.100000 
 339 	 -345.968390 	 -52.940677 	 1.100000 
 340 	 -228.219161 	 -369.065596 	 1.100000 
 341 	 314.470139 	 -304.436154 	 1.100000 
 342 	 111.901407 	 -440.565308 	 1.100000 
 343 	 475.839865 	 199.335288 	 1.100000 
 344 	 422.636625 	 -107.683508 	 1.100000 
 345 	 -147.196363 	 -467.897837 	 1.100000 
 346 	 314.490995 	 375.138887 	 1.100000 
 347 	 -109.935559 	 472.716557 	 1.100000 
 348 	 204.334159 	 335.041103 	 1.100000 
 349 	 -302.957303 	 -190.853808 	 1.100000 
 350 	 72.532071 	 -236.644372 	 1.100000 
 351 	 225.894358 	 -197.448293 	 1.100000 
 352 	 -128.776628 	 222.821609 	 1.100000 
 353 	 355.469458 	 -151.119356 	 1.100000 
 354 	 1.072158 	 11.753318 	 1.100000 
 355 	 -313.723760 	 -437.093226 	 1.100000 
 356 	 -463.566411 	 128.652695 	 1.100000 
 357 	 -243.421805 	 84.500776 	 1.100000 
 358 	 53.312582 	 105.033811 	 1.100000 
 359 	 85.551963 	 159.585909 	 1.100000 
 360 	 8.739689 	 -33.087053 	 1.100000 
 361 	 114.240765 	 484.031563 	 1.100000 
 362 	 172.069876 	 -244.084241 	 1.100000 
 363 	 290.766448 	 11.990717 	 1.100000 
 364 	 468.583128 	 52.209453 	 1.100000 
 365 	 -322.915758 	 -439.282118 	 1.100000 
 366 	 407.797770 	 -12.980538 	 1.100000 
 367 	 210.933578 	 210.566560 	 1.100000 
 368 	 404.078369 	 -194.405042 	 1.100000 
 369 	 434.243317 	 90.572216 	 1.100000 
 370 	 -66.476936 	 -224.821308 	 1.100000 
 371 	 239.365926 	 -41.644105 	 1.100000 
 372 	 -248.501887 	 -145.452743 	 1.100000 
 373 	 72.971743 	 -400.214624 	 1.100000 
 374 	 298.921929 	 139.392394 	 1.100000 
 375 	 124.958432 	 404.597851 	 1.100000 
 376 	 -29.677064 	 347.181986 	 1.100000 
 377 	 -45.122309 	 208.172088 	 1.100000 
 378 	 267.059132 	 -90.852767 	 1.100000 
 379 	 7.663003 	 403.324092 	 1.100000 
 380 	 39.310001 	 437.209236 	 1.100000 
 381 	 143.573046 	 247.981026 	 1.100000 
 382 	 -189.360135 	 -191.554494 	 1.100000 
 383 	 387.767915 	 224.979451 	 1.100000 
 384 	 217.357348 	 -228.364259 	 1.100000 
 385 	 60.317891 	 368.578161 	 1.100000 
 386 	 361.265699 	 238.087559 	 1.100000 
 387 	 338.975368 	 -187.852395 	 1.100000 
 388 	 -270.714373 	 -61.435558 	 1.100000 
 389 	 -67.533264 	 -296.311518 	 1.100000 
 390 	 300.848195 	 -415.287175 	 1.100000 
 391 	 141.889962 	 -112.893572 	 1.100000 
 392 	 -251.301453 	 353.896169 	 1.100000 
 393 	 73.576432 	 -329.491499 	 1.100000 
 394 	 57.028194 	 -131.622025 	 1.100000 
 395 	 -296.238956 	 -138.254715 	 1.100000 
 396 	 -92.356820 	 -64.781499 	 1.100000 
 397 	 -257.936285 	 38.483928 	 1.100000 
 398 	 -167.741003 	 -444.890411 	 1.100000 
 399 	 -232.764343 	 249.814847 	 1.100000 
 400 	 303.477727 	 188.830311 	 1.100000 
 401 	 -27.278978 	 439.153726 	 1.100000 
 402 	 -202.678049 	 -391.797051 	 1.100000 
 403 	 119.147277 	 -372.960192 	 1.100000 
 404 	 44.582561 	 -107.122728 	 1.100000 
 405 	 161.381281 	 201.895018 	 1.100000 
 406 	 75.282291 	 -378.692598 	 1.100000 
 407 	 -284.059116 	 -410.468053 	 1.100000 
 408 	 178.889786 	 -337.563989 	 1.100000 
 409 	 -525.278880 	 -128.463051 	 1.100000 
 410 	 -417.679938 	 -227.772241 	 1.100000 
 411 	 291.761541 	 200.305058 	 1.100000 
 412 	 49.715299 	 -162.290312 	 1.100000 
 413 	 219.198187 	 -91.692753 	 1.100000 
 414 	 369.983078 	 83.063898 	 1.100000 
 415 	 349.361974 	 120.560834 	 1.100000 
 416 	 291.929689 	 80.374253 	 1.100000 
 417 	 -381.010136 	 -71.530780 	 1.100000 
 418 	 -455.057660 	 -112.677436 	 1.100000 
 419 	 -192.252811 	 -381.710410 	 1.100000 
 420 	 63.389688 	 282.067874 	 1.100000 
 421 	 -40.799722 	 -192.814087 	 1.100000 
 422 	 201.000562 	 348.788466 	 1.100000 
 423 	 58.062897 	 -251.776807 	 1.100000 
 424 	 -412.217173 	 130.647666 	 1.100000 
 425 	 167.025500 	 -380.792919 	 1.100000 
 426 	 502.229930 	 -203.446048 	 1.100000 
 427 	 74.198230 	 -174.011620 	 1.100000 
 428 	 -416.485058 	 -213.851031 	 1.100000 
 429 	 63.228595 	 -387.540627 	 1.100000 
 430 	 272.897012 	 308.724290 	 1.100000 
 431 	 -154.255527 	 -208.567157 	 1.100000 
 432 	 -268.734372 	 175.921901 	 1.100000 
 433 	 -40.402501 	 148.541921 	 1.100000 
 434 	 268.128453 	 337.751340 	 1.100000 
 435 	 413.949951 	 29.939519 	 1.100000 
 436 	 -172.241450 	 -399.822661 	 1.100000 
 437 	 -120.503155 	 280.052604 	 1.100000 
 438 	 195.198972 	 292.757156 	 1.100000 
 439 	 -46.084748 	 -251.169559 	 1.100000 
 440 	 -92.078750 	 44.499313 	 1.100000 
 441 	 -498.502295 	 101.677941 	 1.100000 
 442 	 235.600805 	 447.191818 	 1.100000 
 443 	 348.179314 	 331.380938 	 1.100000 
 444 	 -106.927683 	 -231.191427 	 1.100000 
 445 	 68.405086 	 -126.579467 	 1.100000 
 446 	 342.559308 	 -409.955217 	 1.100000 
 447 	 210.989113 	 -97.061361 	 1.100000 
 448 	 160.509335 	 397.149782 	 1.100000 
 449 	 145.839719 	 330.739196 	 1.100000 
 450 	 -48.482798 	 337.371040 	 1.100000 
 451 	 -455.671677 	 -255.225312 	 1.100000 
 452 	 -503.078329 	 53.828166 	 1.100000 
 453 	 -260.713650 	 101.036275 	 1.100000 
 454 	 443.606424 	 -244.302074 	 1.100000 
 455 	 -51.991362 	 -74.514066 	 1.100000 
 456 	 -476.565774 	 86.941070 	 1.100000 
 457 	 -213.518286 	 -182.836505 	 1.100000 
 458 	 351.173037 	 -58.633550 	 1.100000 
 459 	 256.959251 	 8.818553 	 1.100000 
 460 	 -153.326736 	 -469.103785 	 1.100000 
 461 	 -112.817066 	 -514.651258 	 1.100000 
 462 	 56.170109 	 -135.930235 	 1.100000 
 463 	 -33.720169 	 -168.096506 	 1.100000 
 464 	 518.363029 	 -36.861053 	 1.100000 
 465 	 -80.183654 	 512.657677 	 1.100000 
 466 	 19.144283 	 -254.099452 	 1.100000 
 467 	 247.431240 	 131.326777 	 1.100000 
 468 	 251.125403 	 17.254090 	 1.100000 
 469 	 -169.079014 	 429.475272 	 1.100000 
 470 	 17.999826 	 69.677954 	 1.100000 
 471 	 -27.251628 	 146.648702 	 1.100000 
 472 	 214.420275 	 412.101573 	 1.100000 
 473 	 -40.633044 	 395.519695 	 1.100000 
 474 	 -210.477359 	 315.598061 	 1.100000 
 475 	 -383.877242 	 -251.095894 	 1.100000 
 476 	 -284.342420 	 22.814645 	 1.100000 
 477 	 -159.328736 	 379.017553 	 1.100000 
 478 	 -241.112934 	 -182.903562 	 1.100000 
 479 	 -55.556237 	 280.113287 	 1.100000 
 480 	 -229.532840 	 -123.012522 	 1.100000 
 481 	 -209.029240 	 238.352663 	 1.100000 
 482 	 389.645471 	 111.922555 	 1.100000 
 483 	 256.127637 	 79.441713 	 1.100000 
 484 	 5.263055 	 -464.231677 	 1.100000 
 485 	 337.789571 	 -229.229632 	 1.100000 
 486 	 70.679862 	 -467.567578 	 1.100000 
 487 	 -526.451419 	 -58.020537 	 1.100000 
 488 	 337.532711 	 176.069968 	 1.100000 
 489 	 240.844274 	 182.389119 	 1.100000 
 490 	 -183.977592 	 -169.993693 	 1.100000 
 491 	 258.426279 	 -267.619946 	 1.100000 
 492 	 12.369972 	 -446.298123 	 1.100000 
 493 	 71.250718 	 -429.209650 	 1.100000 
 494 	 -98.220089 	 -66.786743 	 1.100000 
 495 	 -340.435535 	 -293.880522 	 1.100000 
 496 	 482.917830 	 215.457821 	 1.100000 
 497 	 361.885071 	 -374.352230 	 1.100000 
 498 	 90.840416 	 279.999567 	 1.100000 
 499 	 266.033807 	 -307.716451 	 1.100000 
 500 	 18.507564 	 64.695816 	 1.100000 
 501 	 286.677811 	 459.152725 	 1.100000 
 502 	 -11.455495 	 471.383623 	 1.100000 
 503 	 -23.506558 	 215.899159 	 1.100000 
 504 	 205.210458 	 269.472521 	 1.100000 
 505 	 164.431454 	 285.375112 	 1.100000 
 506 	 16.266885 	 -442.449581 	 1.100000 
 507 	 -375.947210 	 212.244724 	 1.100000 
 508 	 117.715950 	 -365.238210 	 1.100000 
 509 	 298.441150 	 114.407885 	 1.100000 
 510 	 179.668310 	 255.729564 	 1.100000 
 511 	 212.534860 	 -256.799694 	 1.100000 
 512 	 -243.003883 	 240.834645 	 1.100000 
 513 	 -461.507437 	 41.761693 	 1.100000 
 514 	 -199.745951 	 145.684991 	 1.100000 
 515 	 -44.551458 	 -350.407406 	 1.100000 
 516 	 -245.661630 	 -484.386512 	 1.100000 
 517 	 -55.513941 	 439.480836 	 1.100000 
 518 	 380.780534 	 160.400886 	 1.100000 
 519 	 281.459547 	 195.487347 	 1.100000 
 520 	 -182.795140 	 341.721341 	 1.100000 
 521 	 -294.077599 	 62.084948 	 1.100000 
 522 	 -508.738761 	 -107.083728 	 1.100000 
 523 	 429.089168 	 327.396112 	 1.100000 
 524 	 494.897129 	 38.489294 	 1.100000 
 525 	 -474.566875 	 47.270991 	 1.100000 
 526 	 424.874381 	 -4.635671 	 1.100000 
 527 	 390.105876 	 39.491552 	 1.100000 
 528 	 -100.309179 	 -374.046573 	 1.100000 
 529 	 133.357014 	 -351.046056 	 1.100000 
 530 	 156.135206 	 -524.949553 	 1.100000 
 531 	 25.812216 	 -434.021015 	 1.100000 
 532 	 -173.056269 	 137.118121 	 1.100000 
 533 	 -148.954240 	 470.300906 	 1.100000 
 534 	 126.854740 	 -224.700777 	 1.100000 
 535 	 -48.436319 	 -482.182558 	 1.100000 
 536 	 -413.756574 	 -266.247054 	 1.100000 
 537 	 -430.217623 	 -177.180797 	 1.100000 
 538 	 20.901586 	 -509.803499 	 1.100000 
 539 	 -459.167930 	 56.765403 	 1.100000 
 540 	 -170.155451 	 -302.492748 	 1.100000 
 541 	 -225.335567 	 -396.708755 	 1.100000 
 542 	 533.869660 	 -125.085537 	 1.100000 
 543 	 276.653930 	 -441.458318 	 1.100000 
 544 	 -114.044291 	 -344.639438 	 1.100000 
 545 	 -103.774698 	 -162.263663 	 1.100000 
 546 	 -387.547941 	 -296.722315 	 1.100000 
 547 	 -357.534468 	 375.215001 	 1.100000 
 548 	 -22.122400 	 415.290948 	 1.100000 
 549 	 -198.678063 	 -413.036602 	 1.100000 
 550 	 457.165454 	 98.645454 	 1.100000 
 551 	 -218.751012 	 -289.411559 	 1.100000 
 552 	 148.136405 	 364.123137 	 1.100000 
 553 	 70.502715 	 278.408771 	 1.100000 
 554 	 -95.119416 	 369.537984 	 1.100000 
 555 	 453.939893 	 -54.642842 	 1.100000 
 556 	 122.771568 	 360.238247 	 1.100000 
 557 	 -213.039828 	 500.296282 	 1.100000 
 558 	 65.313805 	 -93.294664 	 1.100000 
 559 	 -45.661831 	 -477.625264 	 1.100000 
 560 	 123.262574 	 -341.442614 	 1.100000 
 561 	 224.533845 	 408.102894 	 1.100000 
 562 	 -117.450710 	 198.802302 	 1.100000 
 563 	 -126.163645 	 -123.056066 	 1.100000 
 564 	 -327.203529 	 70.450388 	 1.100000 
 565 	 523.248307 	 -7.760096 	 1.100000 
 566 	 -386.860064 	 236.344364 	 1.100000 
 567 	 447.492921 	 -124.841828 	 1.100000 
 568 	 142.569472 	 22.114710 	 1.100000 
 569 	 -271.227091 	 90.117130 	 1.100000 
 570 	 -364.058708 	 -5.683714 	 1.100000 
 571 	 -361.619360 	 408.785502 	 1.100000 
 572 	 -136.499006 	 300.760895 	 1.100000 
 573 	 -27.612733 	 440.954657 	 1.100000 
 574 	 -160.879928 	 -66.448321 	 1.100000 
 575 	 174.032434 	 -212.119505 	 1.100000 
 576 	 -77.363454 	 -33.293201 	 1.100000 
 577 	 -111.573871 	 53.080886 	 1.100000 
 578 	 -41.689544 	 -485.598058 	 1.100000 
 579 	 -17.705799 	 -500.857430 	 1.100000 
 580 	 175.004758 	 -391.795058 	 1.100000 
 581 	 76.294590 	 391.894136 	 1.100000 
 582 	 387.987725 	 -338.494184 	 1.100000 
 583 	 147.339158 	 313.594590 	 1.100000 
 584 	 -489.795112 	 -117.616338 	 1.100000 
 585 	 277.124104 	 473.558830 	 1.100000 
 586 	 -46.206231 	 -454.640650 	 1.100000 
 587 	 -349.481281 	 392.704017 	 1.100000 
 588 	 127.392477 	 97.915528 	 1.100000 
 589 	 385.218650 	 -153.388922 	 1.100000 
 590 	 -309.380710 	 67.449972 	 1.100000 
 591 	 252.311916 	 110.793714 	 1.100000 
 592 	 -236.977750 	 75.886040 	 1.100000 
 593 	 506.280477 	 -131.154674 	 1.100000 
 594 	 98.822632 	 83.954344 	 1.100000 
 595 	 13.069749 	 -497.583469 	 1.100000 
 596 	 62.249238 	 -126.470152 	 1.100000 
 597 	 -3.397123 	 273.189477 	 1.100000 
 598 	 -152.771070 	 56.155034 	 1.100000 
 599 	 168.097596 	 476.417346 	 1.100000 
 600 	 -161.312771 	 445.965497 	 1.100000 
 601 	 371.851698 	 -328.603590 	 1.100000 
 602 	 -171.876230 	 -140.648713 	 1.100000 
 603 	 277.012709 	 -408.316130 	 1.100000 
 604 	 -391.923657 	 222.807735 	 1.100000 
 605 	 297.871944 	 413.580112 	 1.100000 
 606 	 -305.864858 	 -179.817732 	 1.100000 
 607 	 357.011796 	 395.288066 	 1.100000 
 608 	 -327.879319 	 -53.966080 	 1.100000 
 609 	 -27.068770 	 365.987612 	 1.100000 
 610 	 -329.764268 	 117.708095 	 1.100000 
 611 	 -77.433006 	 2.809117 	 1.100000 
 612 	 -10.777267 	 -375.160575 	 1.100000 
 613 	 -403.927151 	 -141.495607 	 1.100000 
 614 	 494.900235 	 200.097860 	 1.100000 
 615 	 -325.090911 	 370.796557 	 1.100000 
 616 	 -88.298835 	 -112.336465 	 1.100000 
 617 	 329.989201 	 -257.704398 	 1.100000 
 618 	 -419.150635 	 145.130674 	 1.100000 
 619 	 -75.416168 	 -346.415506 	 1.100000 
 620 	 -183.464847 	 -241.902302 	 1.100000 
 621 	 -257.508207 	 234.780816 	 1.100000 
 622 	 41.270508 	 -486.188506 	 1.100000 
 623 	 503.270944 	 -150.936169 	 1.100000 
 624 	 339.805684 	 257.456541 	 1.100000 
 625 	 34.794670 	 -499.202472 	 1.100000 
 626 	 -353.476725 	 77.689709 	 1.100000 
 627 	 -263.583740 	 107.206056 	 1.100000 
 628 	 454.935991 	 259.058125 	 1.100000 
 629 	 375.311727 	 71.634201 	 1.100000 
 630 	 402.543628 	 79.101059 	 1.100000 
 631 	 -59.302218 	 464.326165 	 1.100000 
 632 	 -436.267178 	 -88.910896 	 1.100000 
 633 	 -99.887948 	 306.382172 	 1.100000 
 634 	 -165.510536 	 308.849198 	 1.100000 
 635 	 -440.513768 	 -127.151378 	 1.100000 
 636 	 210.467041 	 118.756052 	 1.100000 
 637 	 -28.600005 	 -360.916233 	 1.100000 
 638 	 -266.544362 	 -283.052115 	 1.100000 
 639 	 -282.298950 	 362.843920 	 1.100000 
 640 	 -20.351493 	 -454.335235 	 1.100000 
 641 	 123.004761 	 -191.606982 	 1.100000 
 642 	 5732.343350 	 -65.601766 	 1.100000 
 643 	 5575.951964 	 -465.489502 	 1.100000 
 644 	 5926.895068 	 -361.345655 	 1.100000 
 645 	 5852.395265 	 -40.619497 	 1.100000 
 646 	 5605.303015 	 -205.156326 	 1.100000 
 647 	 6029.515332 	 11.789605 	 1.100000 
 648 	 5638.759894 	 -212.360575 	 1.100000 
 649 	 5014.263733 	 6.769999 	 1.100000 
 650 	 5877.079690 	 40.711923 	 1.100000 
 651 	 5814.057070 	 145.784638 	 1.100000 
 652 	 5397.505159 	 -106.832390 	 1.100000 
